entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,3406,Ensenada,"8,905.40",Accesibilidad muy baja
Baja California,3407,Ensenada,"7,781.10",Accesibilidad muy baja
Baja California,3408,Ensenada,"1,082.80",Accesibilidad media
Baja California,3409,Ensenada,"3,804.20",Accesibilidad muy baja
Baja California,3410,Ensenada,"2,102.10",Accesibilidad muy baja
Baja California,3411,Ensenada,"1,627.80",Accesibilidad media
Baja California,3412,Ensenada,"6,394.10",Accesibilidad muy baja
Baja California,3413,Ensenada,800,Accesibilidad alta
Baja California,3414,Ensenada,"5,208.30",Accesibilidad muy baja
Baja California,3415,Ensenada,"1,131.40",Accesibilidad media
Baja California,3416,Ensenada,765.7,Accesibilidad alta
Baja California,3417,Ensenada,"2,221.30",Accesibilidad muy baja
Baja California,3418,Ensenada,424.3,Accesibilidad alta
Baja California,3419,Ensenada,"2,572.80",Accesibilidad muy baja
Baja California,3420,Ensenada,565.7,Accesibilidad alta
Baja California,3421,Ensenada,"2,860.70",Accesibilidad muy baja
Baja California,3422,Ensenada,282.8,Accesibilidad alta
Baja California,3423,Ensenada,753.6,Accesibilidad alta
Baja California,3424,Ensenada,200,Accesibilidad alta
Baja California,3425,Ensenada,241.4,Accesibilidad alta
Baja California,3426,Ensenada,141.4,Accesibilidad alta
Baja California,3427,Ensenada,0,Accesibilidad muy alta
Baja California,3428,Ensenada,"2,829.90",Accesibilidad muy baja
Baja California,3429,Ensenada,"9,499.10",Accesibilidad muy baja
Baja California,3430,Ensenada,"3,545.60",Accesibilidad muy baja
Baja California,3431,Ensenada,"9,818.10",Accesibilidad muy baja
Baja California,3432,Ensenada,"1,341.40",Accesibilidad media
Baja California,3433,Ensenada,"2,074.30",Accesibilidad muy baja
Baja California,3434,Ensenada,"1,572.80",Accesibilidad media
Baja California,3435,Ensenada,282.8,Accesibilidad alta
Baja California,3436,Ensenada,482.8,Accesibilidad alta
Baja California,3437,Ensenada,"3,060.70",Accesibilidad muy baja
Baja California,3438,Ensenada,"2,504.20",Accesibilidad muy baja
Baja California,3439,Ensenada,636.4,Accesibilidad alta
Baja California,3440,Ensenada,"1,541.40",Accesibilidad media
Baja California,3441,Ensenada,495,Accesibilidad alta
Baja California,3442,Ensenada,"2,241.40",Accesibilidad baja
Baja California,3443,Ensenada,"95,904.00",Accesibilidad muy baja
Baja California,3444,Ensenada,"9,461.00",Accesibilidad muy baja
Baja California,3445,Ensenada,724.3,Accesibilidad alta
Baja California,3446,Ensenada,"5,443.50",Accesibilidad muy baja
Baja California,3447,Ensenada,282.8,Accesibilidad alta
Baja California,3448,Ensenada,"1,484.90",Accesibilidad media
Baja California,3449,Ensenada,"3,282.80",Accesibilidad muy baja
Baja California,3450,Ensenada,"2,588.50",Accesibilidad muy baja
Baja California,3451,Ensenada,"2,424.30",Accesibilidad muy baja
Baja California,3452,Ensenada,"2,745.60",Accesibilidad muy baja
Baja California,3453,Ensenada,"1,700.00",Accesibilidad media
Baja California,3454,Ensenada,"1,541.40",Accesibilidad media
Baja California,3455,Ensenada,"4,838.50",Accesibilidad muy baja
Baja California,3456,Ensenada,"1,131.40",Accesibilidad media
Baja California,3457,Ensenada,"107,492.00",Accesibilidad muy baja
Baja California,3458,Ensenada,200,Accesibilidad alta
Baja California,3459,Ensenada,"7,471.90",Accesibilidad muy baja
Baja California,3460,Ensenada,"1,207.10",Accesibilidad media
Baja California,3461,Ensenada,"6,797.10",Accesibilidad muy baja
Baja California,3462,Ensenada,750,Accesibilidad alta
Baja California,3463,Ensenada,807.1,Accesibilidad alta
Baja California,3464,Ensenada,"5,765.70",Accesibilidad muy baja
Baja California,3465,Ensenada,"9,002.70",Accesibilidad muy baja
Baja California,3466,Ensenada,"10,334.10",Accesibilidad muy baja
Baja California,3467,Ensenada,"1,331.40",Accesibilidad media
Baja California,3468,Ensenada,"174,106.90",Accesibilidad muy baja
Baja California,3469,Ensenada,"80,569.10",Accesibilidad muy baja
Baja California,3470,Ensenada,200,Accesibilidad alta
Baja California,3471,Ensenada,"77,355.70",Accesibilidad muy baja
Baja California,3472,Ensenada,491.4,Accesibilidad alta
Baja California,3473,Ensenada,0,Accesibilidad alta
Baja California,3474,Ensenada,565.7,Accesibilidad alta
Baja California,3475,Ensenada,"61,245.60",Accesibilidad muy baja
Baja California,3476,Ensenada,300,Accesibilidad alta
Baja California,3477,Ensenada,400,Accesibilidad alta
Baja California,3478,Ensenada,"1,624.30",Accesibilidad media
Baja California,3479,Ensenada,"1,282.80",Accesibilidad media
Baja California,3480,Ensenada,"2,400.00",Accesibilidad muy baja
Baja California,3481,Ensenada,482.8,Accesibilidad alta
Baja California,3482,Ensenada,"3,879.90",Accesibilidad muy baja
Baja California,3483,Ensenada,"35,379.40",Accesibilidad muy baja
Baja California,3484,Ensenada,"20,645.90",Accesibilidad muy baja
Baja California,3485,Ensenada,"9,834.70",Accesibilidad muy baja
Baja California,3486,Ensenada,0,Accesibilidad alta
Baja California,3487,Ensenada,"29,666.70",Accesibilidad muy baja
Baja California,3488,Ensenada,200,Accesibilidad alta
Baja California,3489,Ensenada,"16,225.20",Accesibilidad muy baja
Baja California,3490,Ensenada,"14,993.90",Accesibilidad muy baja
Baja California,3491,Ensenada,"1,838.50",Accesibilidad media
Baja California,3492,Ensenada,665.7,Accesibilidad alta
Baja California,3493,Ensenada,662.1,Accesibilidad muy alta
Baja California,3494,Ensenada,"20,601.80",Accesibilidad muy baja
Baja California,3495,Ensenada,"4,126.30",Accesibilidad muy baja
Baja California,3496,Ensenada,800,Accesibilidad alta
Baja California,3497,Ensenada,"23,120.80",Accesibilidad muy baja
Baja California,3498,Ensenada,"9,849.70",Accesibilidad muy baja
Baja California,3499,Ensenada,"8,364.00",Accesibilidad muy baja
Baja California,3500,Ensenada,"4,428.40",Accesibilidad muy baja
Baja California,3501,Ensenada,"1,565.70",Accesibilidad media
Baja California,3502,Ensenada,"1,424.30",Accesibilidad media
Baja California,3503,Ensenada,"5,801.20",Accesibilidad muy baja
Baja California,3504,Ensenada,"1,300.00",Accesibilidad media
Baja California,3505,Ensenada,824.3,Accesibilidad muy alta
Baja California,3506,Ensenada,"4,379.90",Accesibilidad muy baja
Baja California,3507,Ensenada,"1,300.00",Accesibilidad baja
Baja California,3508,Ensenada,"1,700.00",Accesibilidad media
Baja California,3509,Ensenada,"9,666.90",Accesibilidad muy baja
Baja California,3510,Ensenada,"8,112.50",Accesibilidad muy baja
Baja California,3511,Ensenada,"1,641.40",Accesibilidad media
Baja California,3512,Ensenada,"1,200.00",Accesibilidad media
Baja California,3513,Ensenada,"1,553.60",Accesibilidad media
Baja California,3514,Ensenada,"1,831.40",Accesibilidad media
Baja California,3515,Ensenada,"1,303.60",Accesibilidad media
Baja California,3516,Ensenada,"2,379.90",Accesibilidad muy baja
Baja California,3517,Ensenada,"2,789.90",Accesibilidad muy baja
Baja California,3518,Ensenada,"2,462.70",Accesibilidad muy baja
Baja California,3519,Ensenada,"2,662.70",Accesibilidad muy baja
Baja California,3520,Ensenada,"2,209.20",Accesibilidad baja
Baja California,3521,Ensenada,"2,655.60",Accesibilidad muy baja
Baja California,3522,Ensenada,"3,074.90",Accesibilidad muy baja
Baja California,3523,Ensenada,"2,672.80",Accesibilidad muy baja
Baja California,3524,Ensenada,"3,134.90",Accesibilidad muy baja
Baja California,3525,Ensenada,"1,372.80",Accesibilidad media
Baja California,3526,Ensenada,641.4,Accesibilidad alta
Baja California,3527,Ensenada,"1,253.60",Accesibilidad baja
Baja California,3528,Ensenada,"5,877.00",Accesibilidad muy baja
Baja California,3529,Ensenada,"2,947.10",Accesibilidad muy baja
Baja California,3530,Ensenada,"3,295.00",Accesibilidad muy baja
Baja California,3531,Ensenada,291.4,Accesibilidad alta
Baja California,3532,Ensenada,212.1,Accesibilidad alta
Baja California,3533,Ensenada,848.5,Accesibilidad muy alta
Baja California,3534,Ensenada,948.5,Accesibilidad muy alta
Baja California,3535,Ensenada,750,Accesibilidad alta
Baja California,3536,Ensenada,400,Accesibilidad alta
Baja California,3537,Ensenada,212.1,Accesibilidad alta
Baja California,3538,Ensenada,"8,253.90",Accesibilidad muy baja
Baja California,3539,Ensenada,"35,812.00",Accesibilidad muy baja
Baja California,3540,Ensenada,"10,549.10",Accesibilidad muy baja
Baja California,3541,Ensenada,"33,059.90",Accesibilidad muy baja
Baja California,3542,Ensenada,"47,167.30",Accesibilidad muy baja
Baja California,3543,Ensenada,"43,617.60",Accesibilidad muy baja
Baja California,3544,Ensenada,"5,964.20",Accesibilidad muy baja
Baja California,3545,Ensenada,"24,803.00",Accesibilidad muy baja
Baja California,3546,Ensenada,300,Accesibilidad alta
Baja California,3547,Ensenada,"2,300.00",Accesibilidad muy baja
Baja California,3548,Ensenada,900,Accesibilidad alta
Baja California,3549,Ensenada,900,Accesibilidad alta
Baja California,3550,Ensenada,100,Accesibilidad alta
Baja California,3551,Ensenada,"48,457.30",Accesibilidad muy baja
Baja California,3552,Ensenada,700,Accesibilidad alta
Baja California,3553,Ensenada,300,Accesibilidad alta
Baja California,3554,Ensenada,"2,700.00",Accesibilidad muy baja
Baja California,3555,Ensenada,741.4,Accesibilidad alta
Baja California,3556,Ensenada,500,Accesibilidad alta
Baja California,3557,Ensenada,"1,341.40",Accesibilidad media
Baja California,3558,Ensenada,665.7,Accesibilidad alta
Baja California,3559,Ensenada,141.4,Accesibilidad alta
Baja California,3560,Ensenada,300,Accesibilidad alta
Baja California,3561,Ensenada,"3,549.10",Accesibilidad muy baja
Baja California,3562,Ensenada,"1,200.00",Accesibilidad media
Baja California,3563,Ensenada,241.4,Accesibilidad alta
Baja California,3564,Ensenada,"5,012.10",Accesibilidad muy baja
Baja California,3565,Ensenada,"4,305.60",Accesibilidad baja
Baja California,3566,Ensenada,"5,747.10",Accesibilidad baja
Baja California,3567,Ensenada,"1,341.40",Accesibilidad media
Baja California,3568,Ensenada,"1,000.00",Accesibilidad alta
Baja California,3569,Ensenada,"2,832.80",Accesibilidad muy baja
Baja California,3570,Ensenada,600,Accesibilidad alta
Baja California,3571,Ensenada,"1,503.60",Accesibilidad media
Baja California,3572,Ensenada,"1,250.00",Accesibilidad media
Baja California,3573,Ensenada,241.4,Accesibilidad alta
Baja California,3574,Ensenada,553.6,Accesibilidad alta
Baja California,3575,Ensenada,450,Accesibilidad alta
Baja California,3576,Ensenada,"2,339.90",Accesibilidad muy baja
Baja California,3577,Ensenada,100,Accesibilidad alta
Baja California,3578,Ensenada,"1,131.40",Accesibilidad media
Baja California,3579,Ensenada,"1,289.90",Accesibilidad media
Baja California,3580,Ensenada,0,Accesibilidad alta
Baja California,3581,Ensenada,532.8,Accesibilidad alta
Baja California,3582,Ensenada,482.8,Accesibilidad muy alta
Baja California,3583,Ensenada,"1,772.80",Accesibilidad media
Baja California,3584,Ensenada,149.2,Accesibilidad alta
Baja California,3585,Ensenada,250,Accesibilidad alta
Baja California,3586,Ensenada,741.4,Accesibilidad alta
Baja California,3587,Ensenada,100,Accesibilidad muy alta
Baja California,3588,Ensenada,382.8,Accesibilidad alta
Baja California,3589,Ensenada,300,Accesibilidad alta
Baja California,3590,Ensenada,200,Accesibilidad alta
Baja California,3591,Ensenada,200,Accesibilidad alta
Baja California,3592,Ensenada,"2,427.80",Accesibilidad muy baja
Baja California,3593,Ensenada,0,Accesibilidad alta
Baja California,3594,Ensenada,"2,472.80",Accesibilidad muy baja
Baja California,3595,Ensenada,"10,690.60",Accesibilidad baja
Baja California,3596,Ensenada,"3,969.80",Accesibilidad muy baja
Baja California,3597,Ensenada,"1,700.00",Accesibilidad media
Baja California,3598,Ensenada,"2,400.00",Accesibilidad muy baja
Baja California,3599,Ensenada,"1,741.40",Accesibilidad media
Baja California,3600,Ensenada,"6,451.80",Accesibilidad muy baja
Baja California,3601,Ensenada,936.4,Accesibilidad alta
Baja California,3602,Ensenada,0,Accesibilidad alta
Baja California,3603,Ensenada,"10,466.90",Accesibilidad muy baja
Baja California,3604,Ensenada,"3,677.00",Accesibilidad muy baja
Baja California,3605,Ensenada,"2,389.90",Accesibilidad muy baja
Baja California,3606,Ensenada,"1,060.70",Accesibilidad media
Baja California,3607,Ensenada,"4,604.20",Accesibilidad muy baja
Baja California,3608,Ensenada,100,Accesibilidad muy alta
Baja California,3609,Ensenada,"2,660.70",Accesibilidad muy baja
Baja California,3610,Ensenada,"2,767.80",Accesibilidad muy baja
Baja California,3611,Ensenada,900,Accesibilidad alta
Baja California,3612,Ensenada,600,Accesibilidad alta
Baja California,3613,Ensenada,"2,100.00",Accesibilidad muy baja
Baja California,3614,Ensenada,"6,442.00",Accesibilidad muy baja
Baja California,3615,Ensenada,"4,298.50",Accesibilidad muy baja
Baja California,3616,Ensenada,"5,200.60",Accesibilidad muy baja
Baja California,3617,Ensenada,"15,682.30",Accesibilidad muy baja
Baja California,3618,Ensenada,"16,465.20",Accesibilidad muy baja
Baja California,3619,Ensenada,150,Accesibilidad alta
Baja California,3620,Ensenada,907.1,Accesibilidad alta
Baja California,3621,Ensenada,600,Accesibilidad alta
Baja California,3622,Ensenada,"2,360.70",Accesibilidad muy baja
Baja California,3623,Ensenada,"5,953.30",Accesibilidad muy baja
Baja California,3624,Ensenada,"11,382.00",Accesibilidad muy baja
Baja California,3625,Ensenada,"13,945.90",Accesibilidad muy baja
Baja California,3626,Ensenada,141.4,Accesibilidad alta
Baja California,3627,Ensenada,"16,937.40",Accesibilidad muy baja
Baja California,3628,Ensenada,"16,436.50",Accesibilidad muy baja
Baja California,3629,Ensenada,"3,209.20",Accesibilidad muy baja
Baja California,3630,Ensenada,650,Accesibilidad alta
Baja California,3631,Ensenada,"15,529.40",Accesibilidad muy baja
Baja California,3632,Ensenada,"7,886.10",Accesibilidad muy baja
Baja California,3633,Ensenada,0,Accesibilidad alta
Baja California,3634,Ensenada,150,Accesibilidad alta
Baja California,3635,Ensenada,"2,076.30",Accesibilidad muy baja
Baja California,3636,Ensenada,"1,760.70",Accesibilidad media
Baja California,3637,Ensenada,412.1,Accesibilidad alta
Baja California,3638,Ensenada,0,Accesibilidad alta
Baja California,3639,Ensenada,"1,707.10",Accesibilidad media
Baja California,3640,Ensenada,"4,742.60",Accesibilidad muy baja
Baja California,3641,Ensenada,989.9,Accesibilidad alta
Baja California,3642,Ensenada,"17,257.20",Accesibilidad muy baja
Baja California,3643,Ensenada,200,Accesibilidad alta
Baja California,3644,Ensenada,200,Accesibilidad alta
Baja California,3645,Ensenada,"21,019.30",Accesibilidad muy baja
Baja California,3646,Ensenada,"1,919.20",Accesibilidad media
Baja California,3647,Ensenada,"2,381.40",Accesibilidad muy baja
Baja California,3648,Ensenada,291.4,Accesibilidad alta
Baja California,3649,Ensenada,0,Accesibilidad alta
Baja California,3650,Ensenada,400,Accesibilidad alta
Baja California,3651,Ensenada,"2,845.60",Accesibilidad baja
Baja California,3652,Ensenada,"1,148.50",Accesibilidad media
Baja California,3653,Ensenada,"1,689.90",Accesibilidad media
Baja California,3654,Ensenada,"2,854.20",Accesibilidad muy baja
Baja California,3655,Ensenada,"9,481.10",Accesibilidad muy baja
Baja California,3656,Ensenada,"3,895.60",Accesibilidad muy baja
Baja California,3657,Ensenada,"2,238.50",Accesibilidad muy baja
Baja California,3658,Ensenada,100,Accesibilidad alta
Baja California,3659,Ensenada,200,Accesibilidad alta
Baja California,3660,Ensenada,"37,762.20",Accesibilidad muy baja
Baja California,3661,Ensenada,"36,420.80",Accesibilidad muy baja
Baja California,3662,Ensenada,"34,072.30",Accesibilidad muy baja
Baja California,3663,Ensenada,"34,155.10",Accesibilidad muy baja
Baja California,3664,Ensenada,"30,378.80",Accesibilidad muy baja
Baja California,3665,Ensenada,"6,855.60",Accesibilidad muy baja
Baja California,3666,Ensenada,"6,193.50",Accesibilidad muy baja
Baja California,3667,Ensenada,"4,372.80",Accesibilidad muy baja
Baja California,3668,Ensenada,"4,002.10",Accesibilidad muy baja
Baja California,3669,Ensenada,"4,126.30",Accesibilidad muy baja
Baja California,3670,Ensenada,"2,203.60",Accesibilidad muy baja
Baja California,3671,Ensenada,300,Accesibilidad alta
Baja California,3672,Ensenada,612.1,Accesibilidad alta
Baja California,3673,Ensenada,600,Accesibilidad alta
Baja California,3674,Ensenada,"15,252.40",Accesibilidad muy baja
Baja California,3675,Ensenada,"202,182.20",Accesibilidad muy baja
Baja California,3676,Ensenada,765.7,Accesibilidad alta
Baja California,3677,Ensenada,"2,112.10",Accesibilidad muy baja
Baja California,3678,Ensenada,400,Accesibilidad alta
Baja California,3679,Ensenada,200,Accesibilidad alta
Baja California,3680,Ensenada,"1,500.00",Accesibilidad media
Baja California,3681,Ensenada,"3,148.50",Accesibilidad muy baja
Baja California,3682,Ensenada,"2,100.00",Accesibilidad muy baja
Baja California,3683,Ensenada,0,Accesibilidad alta
Baja California,3684,Ensenada,"19,005.50",Accesibilidad muy baja
Baja California,3685,Ensenada,"44,692.10",Accesibilidad muy baja
Baja California,3686,Ensenada,"1,727.80",Accesibilidad media
Baja California,3687,Ensenada,"1,402.10",Accesibilidad media
Baja California,3688,Ensenada,"1,619.20",Accesibilidad media
Baja California,3689,Ensenada,"1,482.80",Accesibilidad media
Baja California,3690,Ensenada,"1,695.00",Accesibilidad media
Baja California,3691,Ensenada,"6,706.90",Accesibilidad muy baja
Baja California,3692,Ensenada,100,Accesibilidad alta
